STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CHI,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Channel Islands,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,45.45454545454545,45.45454545454545,45.45454545454545,45.45454545454545,45.45454545454545,45.45454545454545,45.45454545454545,45.45454545454545,44.94949494949495,44.94949494949495,44.94949494949495,44.94949494949495,44.44444444444444,44.44444444444444,44.44444444444444,44.44444444444444,44.44444444444444,43.93939393939394,43.93939393939394,43.93939393939394,43.93939393939394,43.93939393939394,43.43434343434344,43.43434343434344,43.43434343434344,43.43434343434344,43.43434343434344,42.92929292929293,42.92929292929293,42.92929292929293,42.92929292929293,42.92929292929293,42.42424242424242,42.42424242424242,42.42424242424242,42.42424242424242,40.909090909090914,40.4040404040404,39.8989898989899,39.8989898989899,37.878787878787875,37.37373737373738,37.37373737373738,37.878787878787875,38.38383838383838,42.42424242424242,41.41414141414141,40.909090909090914,44.44444444444444,46.01010101010101,48.535353535353536,48.282828282828284,47.77777777777778,48.08080808080808,46.76767676767677,46.919191919191924,46.56565656565657,43.282828282828284,43.282828282828284,43.282828282828284,43.282828282828284,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GRC,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Greece,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,69.12335143522111,69.06128782001552,69.98448409619861,69.75174553917766,67.32350659425911,70.51978277734679,70.69821567106284,70.93095422808379,70.93871217998449,71.02404965089217,71.02404965089217,71.06283941039565,70.93095422808379,70.91543832428239,70.73700543056634,70.71373157486424,70.69045771916214,71.17920868890613,71.22575640031032,71.21799844840963,71.41970519782778,71.41970519782778,71.23351435221102,71.44297905352987,71.24903025601242,71.21799844840963,71.19472459270753,71.21024049650893,71.48952676493406,71.54383242823894,71.09387121799845,71.11714507370054,71.06283941039565,71.14041892940264,71.09387121799845,71.15593483320404,69.70519782777347,68.13033359193173,67.26144297905353,66.16757176105507,65.46159813809155,64.7245927075252,64.01861908456168,62.684251357641585,62.10240496508922,61.000775795190066,60.14740108611326,59.402637703646235,58.650116369278514,58.09930178432894,57.377812257563996,56.501163692785106,55.49262994569434,48.10705973622964,48.09154383242824,47.602792862684254,46.963078355314195,46.110864235841746,45.489264546159816,43.63584561675717,44.312867339022496,41.67601706749418,41.67601784328937
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DOM,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Dominican Republic,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,45.33222935210102,45.64272407369075,45.953218795280485,46.26371351687021,46.574208238459946,46.88470296004968,47.195197681639414,47.40219416269923,48.230180086938525,48.333678327468434,48.51997516042228,49.05816601117781,49.78265369488719,50.19664665700682,50.81763610018629,51.95611674601531,52.57710618919479,53.09459739184433,53.61208859449389,54.23307803767335,54.336576278203275,54.440074518733184,54.440074518733184,54.440074518733184,54.440074518733184,54.584972055475056,54.584972055475056,54.584972055475056,54.37969985510246,54.17442972469468,53.969157524322085,53.76388532394949,53.55861519354171,53.353342993169115,53.14807079279652,52.94280066238875,52.73752846201615,52.53225626164355,52.26488718691783,52.059614986545235,52.059614986545235,52.059614986545235,49.03083005588905,48.08282343200166,48.29080521631132,47.62306561788449,47.89579176154006,46.98299316911612,48.12260194576692,47.562933140136614,48.01612709583937,47.67402194162699,50.07521010142827,50.27032912440489,50.096485199751605,51.82594493893604,52.38640861105361,53.36602980749328,53.701218431794494,52.32439216382748,52.41072973537088,54.69412436444485,55.353080894194406
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZAF,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,South Africa,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,83.53460996298708,82.54540058857958,81.60565168289244,80.57934695694466,79.63959805125754,79.48627059822438,79.25875244211065,79.0765730489906,78.88615024441715,78.69572743984371,78.50530463527025,78.31900353642351,78.12445902612338,77.94640133873003,77.73949171124978,77.54494720094965,77.53587944835091,77.54329851865897,77.53423076606023,77.53340642491489,77.52433867231615,77.51527091971741,77.51527091971741,77.51527091971741,77.51527091971741,77.81780412005705,78.02388940639194,78.22997469272683,78.55971115086268,78.80701349446456,79.14087165832709,79.52666331434601,79.90833326463824,80.17954150145496,80.38974849351655,80.6947547172922,80.74009348028588,80.77554014953549,80.83324402970925,80.888474886447,80.79614867816898,80.80851379534907,80.7260796808151,80.46229051430645,80.35924787113899,79.86876488966193,79.87041357195261,80.05011994163664,79.9511990041959,79.87123791309796,79.44505354095739,79.41785028316119,79.41785028316119,79.41785028316119,79.41785028316119,79.41785028316119,79.41785028316119,79.41785028316119,79.41785028316119,79.41785028316119,79.41785028316119,79.41785028316119,79.41785028316119
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FRA,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,France,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,64.08572223768438,63.9020317283607,63.74246219500881,63.28787457092495,63.08748492439001,62.79988867241859,62.39725391965859,61.56044159940626,61.55116430095556,60.29316263104184,60.53066147137953,60.33027182484461,60.22822154188701,60.194823267464514,60.03710919380276,59.413674737916324,59.20771871231098,59.30234715650803,59.066703775860475,58.85889229056499,58.793951201410145,58.71787735411448,58.567585119213284,58.46182391687541,58.33936357732629,58.25215697188979,58.174227664903974,57.203822246961685,57.03850078857037,56.7637072084609,56.56350310789499,56.37684386306707,56.204286111884215,56.043974394656274,55.942480749605714,55.84247147230727,55.737266907876425,55.62668151034419,55.532238612116146,55.30642916782633,55.131830410984314,54.94146024677614,54.80025976435662,54.658873735968086,54.53270247703868,54.38853325911494,54.19074125614621,54.01261712589294,53.84525466184247,53.67158363484553,53.583078207625945,53.52036367009927,53.38844048613044,53.37508117636144,53.301604972631964,53.28513034604323,53.24705260228222,53.177660265330736,52.915574914184994,52.729670655905004,52.74172724742555,52.673889229056506,52.50439743946562
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECU,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Ecuador,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,17.013437364542696,17.013437364542696,17.049559312238117,17.049559312238117,17.085681259933537,17.085681259933537,17.121803207628954,17.103742233781247,17.320473919953763,17.53720560612628,17.7539372922988,17.97066897847132,18.18740066464384,18.66782256899292,19.45166883398353,20.065741944805666,21.077156480277417,21.691229591099553,22.359485623464817,23.399797717092905,24.414824447334198,25.140875596012137,25.628521889900302,26.20647305302702,26.802485190001445,27.38043635312816,27.889755815633578,27.907816789481288,28.00534604825892,28.341280161826326,28.58690940615518,28.727785002167316,28.80725328709724,29.363531281606704,29.287675191446322,28.850599624331746,28.94090449357029,32.3200193267837,32.51328716379449,32.47704944435497,31.34562731518763,30.15783540022548,29.191496215171526,30.30681269125463,30.198099532936062,29.972620389756806,29.843775165082942,29.97664680302786,30.33660814946046,30.188838782412624,29.578434530520216,30.225881784506363,30.250442905459817,22.044612659043324,23.30890642615558,22.209695603156707,22.507650185215013,21.935899500724755,21.460782734739894,21.823159929135127,22.024480592688032,21.53325817361894,21.541311000161055
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LUX,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Luxembourg,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.71916440729318,49.71916440729318,49.71916440729318,49.71916440729318,49.71916440729318,50.10759537922516,50.10759537922516,50.884457323089116,50.884457323089116,50.76792803150953,50.89999456196639,50.98933368551075,51.04759833130055,50.83784560645728,50.88057301336979,50.98933368551075,50.748894913884854,50.94582941665436,51.10159023639908,51.1106795211423,51.321869440581715,51.584332248316144,51.47114346309517,51.660620091203604
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GBR,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,United Kingdom,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,81.84185508204853,81.75505311453726,81.6227834497582,81.44091266068698,80.95316827181416,80.80849832596205,80.82503203405945,80.29595337494317,80.10581573182326,77.91096598189559,77.8861654197495,77.52655726863142,77.27855164717067,77.03881287975861,76.81147439341959,76.7494729880544,76.42706568015541,76.37746455586326,76.26999545323028,76.34026371264414,75.72438308601662,75.56317943206713,75.29450667548464,75.2366386971438,75.09610217831604,74.9390319513909,74.88116397305006,76.15012606952423,75.66651510767576,75.24077212416815,74.9927665027074,74.69102632993014,72.47550944488074,71.95883106683752,71.83482825610714,72.31017236390691,72.6863142231224,72.40937461249122,71.17347993221179,70.11945604100359,70.07398834373579,70.16905716529574,70.08638862480882,70.47906419212168,70.08638862480882,73.7320712602819,72.94258669863184,73.09552349853263,71.61162319679246,71.19414706733352,70.94614144587277,71.020543132311,71.30244285537138,71.22721448352829,70.83867234323978,71.71488364402927,72.19506675484645,71.71852023312529,72.42299880130616,71.3400491877816,71.15752903732485,71.98164179721408,70.30732277931634
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KWT,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Kuwait,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,7.575757575757576,7.575757575757576,7.575757575757576,7.575757575757576,7.575757575757576,7.575757575757576,7.575757575757576,7.575757575757576,7.575757575757576,7.575757575757576,7.575757575757576,7.575757575757576,7.575757575757576,7.575757575757576,7.575757575757576,7.575757575757576,7.575757575757576,7.575757575757576,7.575757575757576,7.575757575757576,7.631874298540965,7.631874298540965,7.631874298540965,7.687991021324354,7.687991021324354,7.744107744107744,7.744107744107744,7.912457912457913,7.912457912457913,7.912457912457913,7.912457912457913,7.912457912457913,7.968574635241302,7.968574635241302,7.968574635241302,8.024691358024691,8.024691358024691,8.024691358024691,8.080808080808081,8.305274971941639,8.473625140291807,8.473625140291807,8.473625140291807,8.417508417508419,8.417508417508419,8.417508417508419,8.473625140291807,8.473625140291807,8.501683501683502,8.529741863075197,8.557800224466892,8.529741863075197,8.61952861952862,8.535353535353535,8.383838383838384,8.417508417508419,8.496071829405162,8.417508417508419,8.417508417508419,8.417508417508419,8.417508417508419,8.417508417508419,8.417508417508419
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,OSS,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Other small states,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,27.465888143097807,27.509988798433543,27.501168667366397,27.523218995034266,27.558499519302856,27.5849599125043,27.64229076444076,27.6863914197765,27.66434109210863,27.23656473535197,27.17041375234836,27.223334538751246,27.206576289723664,26.579464970849468,25.33714951004172,25.57793908817485,25.649382149818745,25.65908429399261,25.417412702752763,25.1924993605405,25.194263386753928,25.24762517971017,25.3270063593145,25.331416424848072,25.330534411741358,25.54398158356633,25.566913924340916,25.46989248260229,25.34200058212865,25.276731612231757,25.665258385739612,26.84473738965015,26.770799274737687,26.62220035771353,26.587115448419464,26.77817566098825,26.930718744875506,27.003176709721952,27.02224459520786,27.183558906418632,27.1534316473509,26.500547248313445,27.04817691946869,26.999900206495788,27.473535530325712,27.94538446939282,27.884067915383156,27.603763668481832,27.74720060732587,27.73724871162241,27.736781588217042,27.764048840137978,26.598383842056464,26.678713618266766,26.80735179159016,26.841293962815655,26.850245314242805,26.841374155202644,26.811843531525767,26.780866294676958,26.699800304090676,26.683964961549375,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IBT,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,IDA & IBRD total,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,34.1018537667371,34.22002668932758,34.345080123485026,34.4575091097629,34.59128150814399,34.713846919133246,34.827299160375894,34.97368001266832,35.08612148345675,35.2367213045746,35.42594279934569,35.6367342210071,35.83339910362233,36.01446523836468,36.17978075474334,36.170621349267655,36.38356167568348,36.607878515751,36.78983534973562,36.95857411751967,37.049478972487684,37.27790990532605,37.5026831974951,37.791356743735385,38.09504017206999,38.233985001322495,38.41672338666334,38.538473890667724,38.675837528774764,38.800297440846016,38.91504509994773,36.292348789400016,36.293081152397306,36.376729872923,36.37260202570707,36.395733665720385,36.57921430778972,36.632989061067754,36.69961697025578,36.71436480516056,36.72341742070167,36.74795950214164,36.61753562701884,36.599174014082536,36.505689437515734,36.54600073538292,36.59185034690293,36.54422789930921,36.574018689602966,36.686886148390705,36.72222113423092,37.26633414094719,37.3176118489089,37.29746469503292,37.35542404779312,37.35544889289295,37.37570404291815,37.36696176516008,37.38177825570374,37.405135295411405,37.39606460069149,37.36032842155099,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SRB,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Serbia,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.44134461468099,40.851817973930935,41.20283558198034,40.22410244683284,40.26526412074091,40.34072718957238,39.59067002058084,39.91767665218385,40.09147038646238,39.80105190944432,39.51520695174937,39.09215641436085,39.60667733821175,39.56094214498056,41.40801522178618,41.44369128314901,41.253418955880605,40.385301462718516
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COM,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Comoros,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,51.04782375067168,51.04782375067168,51.04782375067168,51.04782375067168,51.04782375067168,51.04782375067168,51.04782375067168,51.04782375067168,51.04782375067168,51.04782375067168,51.04782375067168,51.04782375067168,51.04782375067168,51.04782375067168,51.04782375067168,51.04782375067168,51.04782375067168,53.73455131649651,53.73455131649651,53.73455131649651,53.73455131649651,53.73455131649651,53.73455131649651,59.108006448146156,59.108006448146156,59.108006448146156,60.72004298764105,61.25738850080602,61.25738850080602,61.25738850080602,61.79473401397099,61.79473401397099,63.406770553465876,64.4814615797958,65.55615260612574,66.63084363245567,67.70553465878561,67.70553465878561,68.24288017195056,68.78022568511552,69.85491671144545,70.39226222461042,70.92960773777538,71.46695325094036,71.46695325094036,71.46695325094036,71.46695325094036,71.46695325094036,71.46695325094036,71.46695325094036,71.46695325094036,71.46695325094036,71.46695325094036,71.46695325094036,71.46695325094036,71.46695325094036,71.46695325094036,71.46695325094036,71.46695325094036,71.46695325094036,71.46695325094036,71.46695325094036,71.46695325094036
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TZA,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Tanzania,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,29.35199819372319,29.35199819372319,30.480921201174084,30.480921201174084,30.480921201174084,30.480921201174084,30.480921201174084,30.480921201174084,30.480921201174084,31.60984420862497,32.738767216075864,32.738767216075864,32.738767216075864,32.738767216075864,32.738767216075864,32.738767216075864,32.738767216075864,33.86769022352675,33.86769022352675,33.86769022352675,34.996613230977644,34.996613230977644,34.996613230977644,34.996613230977644,36.12553623842854,36.12553623842854,36.12553623842854,36.12553623842854,36.12553623842854,35.21109731316324,35.63105667193497,36.051016030706705,36.47097538947844,36.89093474825017,37.3108941070219,37.730853465793636,38.04809212011741,38.15759765184015,38.27048995258524,38.383382253330325,38.49627455407541,38.6091668548205,38.688191465342065,39.238089862271394,39.86701286972229,40.49593587717318,41.11356965454956,41.74125084669226,41.980921201174084,42.22059155565591,42.46026191013773,42.33189659065252,42.93960261910137,43.1792729735832,43.418943328065026,43.65861368254685,43.898284037028674,44.1379543915105,44.37762474599232,44.616391962068185,44.616391962068185,44.616391962068185,44.616391962068185
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AUS,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Australia,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,61.763331879775585,62.03779226273382,62.39922655975424,62.72910581466489,63.29604298191948,63.39618678000078,63.72838393449878,66.85101611496557,66.5019615089231,64.2297877588743,65.02429828306627,65.06059383257619,64.81092901865327,65.13114562045222,65.02570844668915,65.18126082032725,63.979537378128946,64.57701469611965,64.20447001549016,64.51687645626961,64.5073740936959,63.88347239758926,62.974499824271376,63.33493875532067,63.365268213946344,60.98967757051924,61.312367389974355,61.44670215950953,60.80262421410255,60.45546255678638,60.24003228199888,60.6594379287453,59.89052757637686,61.06803951941476,60.318914908295696,60.558686851593926,60.168569308670584,60.3830883980058,59.05692305689703,59.288103823073826,59.318172942998835,58.185699595173325,57.20942946773753,51.40465745935462,53.39937258373143,53.27857542663005,51.853676633299926,50.673366049230054,50.018484047746114,48.99209872043529,51.562813219999214,50.38543144631164,48.39371021699231,48.73839865665231,45.31442406570949,44.53992579322467,48.34061793911093,46.65809501275348,47.12377242908885,46.25247984274612,47.25923749548233,47.25923749548233,47.22344432281767
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAK,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Pakistan,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,46.349626400996264,46.4923204649232,46.54420921544209,47.16038812785388,48.30194063926941,48.5354400166044,48.606787048567874,48.21762141967621,46.3107098381071,46.52475093399751,46.03180780406807,46.05775217932752,47.218762972187626,46.362598588625985,46.74527812370278,46.326276463262765,46.58701743462018,47.240815691158154,47.137038190120386,48.53673723536737,47.35367372353674,49.95459734329597,47.23043794105438,48.64570361145704,48.15016604400166,46.14336861768369,47.570309256953095,45.852791614777914,46.51826484018265,45.66988376919884,45.75290577002906,45.895599833956,46.37557077625571,46.4274595267746,46.73360315483603,46.92299709422997,47.567714819427145,47.68576172685762,47.68057285180573,47.605334163553344,47.96077210460772,47.846616853466166,47.79213366542134,46.7582503113325,46.65447281029473,46.875,46.71673931091739,45.80868617683686,45.76198630136986,45.71658364466584,46.616853466168536,46.781600249066,47.063096720630966,47.026774595267746,46.96191365711913,47.72986716479867,48.00098588625986,47.93612494811125,47.05531340805314,47.57290369447904,46.71803652968037,46.63112287256123,46.69338937318389
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SSF,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Sub-Saharan Africa,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,37.08294199682631,37.06349128509829,37.09821754830685,37.09766201512115,37.08399806148504,37.099374773815505,37.10308784619539,37.17040772812293,37.20279472549563,37.21889080938659,37.29662598899936,37.32030673359883,37.340315356723444,37.3294349561544,37.396077206246886,37.43136122828996,37.45373538676583,37.53108754939266,37.55831963738936,37.6170808451534,37.69115119959687,37.75099738133188,37.82888622172231,37.89845828216542,38.0659162972556,38.17355378552482,38.20596834986967,38.30809015078208,38.37845023962047,38.51796402562393,38.66167199534508,38.85142848021173,38.80920834233502,39.03100450436603,39.296286721524034,39.431665520398354,39.585584847056396,39.69243209637259,39.92316110559803,40.08237131927942,40.19539417639834,40.293400046164585,40.48676188861643,40.29967885522032,40.65435277736826,40.74172504697808,40.92342833336076,41.05439068408429,41.27454983274168,41.48684457795236,41.690545227742014,43.38213198162008,43.55808822417303,43.68457021978069,43.84010880667971,43.94230785175451,44.06129737051889,44.262401640009,44.34796479516795,44.436365661347985,44.565713201505176,44.60702555135789,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VNM,WB_WDI_AG_LND_AGRI_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Agricultural land (% of land area),0,WB_WDI,PU,A,Annual,Vietnam,Agricultural land (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,19.33085501858736,19.34621647362438,19.361577928661404,19.376939383698424,19.392300838735448,19.407662293772464,19.48446956895757,19.56127684414268,19.60736120925374,19.714891394512886,19.73025284954991,19.807060124735017,19.91459030999416,19.991397585179268,20.00675904021629,20.651940151771175,20.928446342437557,21.002181326615258,21.04519340071892,21.06977172877815,21.125072966911425,21.14965129497066,21.204952533103935,21.22953086116317,20.737964299978493,20.66115702479339,20.615072659682326,20.615072659682326,20.630434114719346,20.664229315800792,20.7410365909859,21.582844327014655,21.77332636947372,21.93615779286614,21.748748041414483,23.60133951887923,24.09905066207871,24.747304064641,25.847184245291714,28.226065710795346,30.483139927352216,30.44598293350507,30.757570871093627,31.59157609572032,32.13846188270569,32.219185089275726,32.19434472961819,32.739967774111875,32.90681092971652,34.345056081508105,34.373284304337275,34.433112037695764,34.67267044512983,34.69912659435621,38.76343005204494,38.84079428948872,38.82796271892739,38.73445022636706,39.52410274735267,39.43476832073611,39.43476832073611,39.29119513510237,39.21473762797954
